STATEFP,COUNTYFP,TRACTCE,PUMA5CE
12,001,000200,00101
12,001,000301,00101
12,001,000302,00101
12,001,000400,00101
12,001,000500,00101
12,001,000600,00101
12,001,000700,00101
12,001,000806,00101
12,001,000808,00101
12,001,000809,00101
12,001,000901,00101
12,001,000902,00101
12,001,001000,00101
12,001,001100,00101
12,001,001201,00101
12,001,001202,00101
12,001,001203,00101
12,001,001400,00101
12,001,001514,00101
12,001,001515,00101
12,001,001516,00101
12,001,001517,00101
12,001,001519,00101
12,001,001520,00101
12,001,001521,00101
12,001,001603,00101
12,001,001604,00101
12,001,001701,00101
12,001,001702,00101
12,001,001803,00101
12,001,001811,00101
12,001,001902,00101
12,001,110800,00101
12,001,001801,00102
12,001,001802,00102
12,001,001805,00102
12,001,001806,00102
12,001,001813,00102
12,001,001814,00102
12,001,001907,00102
12,001,001908,00102
12,001,002000,00102
12,001,002101,00102
12,001,002102,00102
12,001,002201,00102
12,001,002202,00102
12,001,002204,00102
12,001,002205,00102
12,001,002207,00102
12,001,002208,00102
12,001,002209,00102
12,001,002210,00102
12,001,002217,00102
12,001,002218,00102
12,001,002219,00102
12,001,002220,00102
12,003,040101,08900
12,003,040102,08900
12,003,040201,08900
12,003,040202,08900
12,005,000201,00500
12,005,000202,00500
12,005,000300,00500
12,005,000400,00500
12,005,000500,00500
12,005,000600,00500
12,005,000700,00500
12,005,000803,00500
12,005,000804,00500
12,005,000805,00500
12,005,000806,00500
12,005,000900,00500
12,005,001000,00500
12,005,001100,00500
12,005,001200,00500
12,005,001301,00500
12,005,001302,00500
12,005,001402,00500
12,005,001403,00500
12,005,001404,00500
12,005,001501,00500
12,005,001502,00500
12,005,001600,00500
12,005,001700,00500
12,005,001800,00500
12,005,001900,00500
12,005,002000,00500
12,005,002200,00500
12,005,002300,00500
12,005,002400,00500
12,005,002500,00500
12,005,002601,00500
12,005,002603,00500
12,005,002604,00500
12,005,002605,00500
12,005,002606,00500
12,005,002607,00500
12,005,002608,00500
12,005,002701,00500
12,005,002702,00500
12,005,002703,00500
12,005,002704,00500
12,005,002705,00500
12,005,990000,00500
12,007,000100,02300
12,007,000200,02300
12,007,000300,02300
12,007,000400,02300
12,009,060101,00901
12,009,060102,00901
12,009,060200,00901
12,009,060300,00901
12,009,060400,00901
12,009,060500,00901
12,009,060600,00901
12,009,060700,00901
12,009,061001,00901
12,009,061002,00901
12,009,061100,00901
12,009,061201,00901
12,009,061202,00901
12,009,062103,00901
12,009,062104,00901
12,009,062106,00901
12,009,062107,00901
12,009,062108,00901
12,009,062109,00901
12,009,062301,00901
12,009,062302,00901
12,009,062400,00901
12,009,062500,00901
12,009,062600,00901
12,009,062800,00901
12,009,062900,00901
12,009,063000,00901
12,009,063102,00901
12,009,063104,00901
12,009,063105,00901
12,009,063106,00901
12,009,063107,00901
12,009,071100,00901
12,009,071200,00901
12,009,071400,00901
12,009,071500,00901
12,009,066101,00902
12,009,066103,00902
12,009,066104,00902
12,009,066200,00902
12,009,066301,00902
12,009,066302,00902
12,009,066400,00902
12,009,066500,00902
12,009,066600,00902
12,009,066700,00902
12,009,066800,00902
12,009,066900,00902
12,009,067100,00902
12,009,068101,00902
12,009,068102,00902
12,009,068200,00902
12,009,068300,00902
12,009,068400,00902
12,009,068501,00902
12,009,068502,00902
12,009,068601,00902
12,009,068602,00902
12,009,069100,00902
12,009,069200,00902
12,009,069300,00902
12,009,069400,00902
12,009,069700,00902
12,009,069801,00902
12,009,069802,00902
12,009,069901,00902
12,009,069902,00902
12,009,071600,00902
12,009,980000,00902
12,009,980100,00902
12,009,990000,00902
12,009,064102,00903
12,009,064123,00903
12,009,064124,00903
12,009,064125,00903
12,009,064126,00903
12,009,064127,00903
12,009,064128,00903
12,009,064201,00903
12,009,064202,00903
12,009,064301,00903
12,009,064302,00903
12,009,064400,00903
12,009,064500,00903
12,009,064601,00903
12,009,064602,00903
12,009,064700,00903
12,009,064800,00903
12,009,064901,00903
12,009,064902,00903
12,009,065001,00903
12,009,065021,00903
12,009,065022,00903
12,009,071301,00903
12,009,065121,00904
12,009,065122,00904
12,009,065123,00904
12,009,065124,00904
12,009,065125,00904
12,009,065201,00904
12,009,065202,00904
12,009,065231,00904
12,009,065234,00904
12,009,065235,00904
12,009,065236,00904
12,009,071322,00904
12,009,071332,00904
12,009,071334,00904
12,009,071335,00904
12,009,071336,00904
12,009,071337,00904
12,009,071338,00904
12,009,071339,00904
12,009,071340,00904
12,011,010503,01101
12,011,010504,01101
12,011,010601,01101
12,011,010603,01101
12,011,010604,01101
12,011,010605,01101
12,011,010611,01101
12,011,010612,01101
12,011,020302,01101
12,011,020308,01101
12,011,020309,01101
12,011,020311,01101
12,011,020312,01101
12,011,020313,01101
12,011,020314,01101
12,011,020315,01101
12,011,020316,01101
12,011,020317,01101
12,011,020318,01101
12,011,020319,01101
12,011,020320,01101
12,011,020321,01101
12,011,020322,01101
12,011,020323,01101
12,011,020324,01101
12,011,020325,01101
12,011,020326,01101
12,011,980000,01101
12,011,010502,01102
12,011,010606,01102
12,011,010607,01102
12,011,010609,01102
12,011,010610,01102
12,011,020101,01102
12,011,020103,01102
12,011,020104,01102
12,011,020204,01102
12,011,020205,01102
12,011,020206,01102
12,011,020207,01102
12,011,020209,01102
12,011,020210,01102
12,011,020211,01102
12,011,020212,01102
12,011,020501,01102
12,011,020502,01102
12,011,030702,01102
12,011,030703,01102
12,011,030704,01102
12,011,030705,01102
12,011,010102,01103
12,011,010103,01103
12,011,010104,01103
12,011,010200,01103
12,011,010304,01103
12,011,010305,01103
12,011,010306,01103
12,011,010307,01103
12,011,010308,01103
12,011,010401,01103
12,011,010402,01103
12,011,010403,01103
12,011,010405,01103
12,011,010406,01103
12,011,010407,01103
12,011,010701,01103
12,011,010702,01103
12,011,010800,01103
12,011,010901,01103
12,011,010902,01103
12,011,011000,01103
12,011,030100,01103
12,011,030201,01103
12,011,030203,01103
12,011,030202,01104
12,011,030301,01104
12,011,030302,01104
12,011,030401,01104
12,011,030402,01104
12,011,030500,01104
12,011,030600,01104
12,011,030801,01104
12,011,030802,01104
12,011,030902,01104
12,011,030903,01104
12,011,030904,01104
12,011,031001,01104
12,011,031002,01104
12,011,031101,01104
12,011,031102,01104
12,011,031202,01104
12,011,031203,01104
12,011,031204,01104
12,011,031205,01104
12,011,040101,01104
12,011,040102,01104
12,011,040203,01104
12,011,040204,01104
12,011,040205,01104
12,011,040206,01104
12,011,040300,01104
12,011,040401,01104
12,011,040402,01104
12,011,040503,01104
12,011,040504,01104
12,011,050205,01104
12,011,050206,01104
12,011,020404,01105
12,011,020405,01105
12,011,020406,01105
12,011,020407,01105
12,011,020409,01105
12,011,020411,01105
12,011,020412,01105
12,011,020413,01105
12,011,020414,01105
12,011,020415,01105
12,011,050100,01105
12,011,050204,01105
12,011,050207,01105
12,011,050208,01105
12,011,050309,01105
12,011,050310,01105
12,011,050401,01105
12,011,050402,01105
12,011,050501,01105
12,011,050502,01105
12,011,050601,01105
12,011,050602,01105
12,011,050701,01105
12,011,050702,01105
12,011,050800,01105
12,011,050900,01105
12,011,051001,01105
12,011,051002,01105
12,011,060105,01105
12,011,060107,01105
12,011,060109,01105
12,011,060111,01105
12,011,060112,01105
12,011,060127,01105
12,011,060128,01105
12,011,060113,01106
12,011,060115,01106
12,011,060116,01106
12,011,060117,01106
12,011,060118,01106
12,011,060119,01106
12,011,060120,01106
12,011,060121,01106
12,011,060122,01106
12,011,060125,01106
12,011,060203,01106
12,011,060206,01106
12,011,060207,01106
12,011,060208,01106
12,011,060209,01106
12,011,060210,01106
12,011,060211,01106
12,011,060212,01106
12,011,060213,01106
12,011,060501,01106
12,011,060503,01106
12,011,060504,01106
12,011,060505,01106
12,011,060603,01106
12,011,060605,01106
12,011,060606,01106
12,011,060607,01106
12,011,060608,01106
12,011,060609,01106
12,011,060700,01106
12,011,060801,01106
12,011,060802,01106
12,011,060900,01106
12,011,061001,01106
12,011,061002,01106
12,011,041100,01107
12,011,041200,01107
12,011,041300,01107
12,011,050301,01107
12,011,050306,01107
12,011,050307,01107
12,011,050308,01107
12,011,050311,01107
12,011,050312,01107
12,011,060114,01107
12,011,060123,01107
12,011,060124,01107
12,011,060126,01107
12,011,060302,01107
12,011,060303,01107
12,011,060304,01107
12,011,060305,01107
12,011,060306,01107
12,011,060401,01107
12,011,060402,01107
12,011,060403,01107
12,011,040502,01108
12,011,040601,01108
12,011,040602,01108
12,011,040701,01108
12,011,040702,01108
12,011,040801,01108
12,011,040802,01108
12,011,040901,01108
12,011,040902,01108
12,011,041000,01108
12,011,041400,01108
12,011,041500,01108
12,011,041600,01108
12,011,041700,01108
12,011,041801,01108
12,011,041802,01108
12,011,041900,01108
12,011,042000,01108
12,011,042100,01108
12,011,042200,01108
12,011,042301,01108
12,011,042302,01108
12,011,042400,01108
12,011,042500,01108
12,011,042600,01108
12,011,042700,01108
12,011,042800,01108
12,011,042900,01108
12,011,043001,01108
12,011,043002,01108
12,011,043100,01108
12,011,043301,01108
12,011,043302,01108
12,011,061100,01108
12,011,110600,01108
12,011,070102,01109
12,011,080101,01109
12,011,080102,01109
12,011,080103,01109
12,011,080200,01109
12,011,080402,01109
12,011,080403,01109
12,011,080405,01109
12,011,080406,01109
12,011,080500,01109
12,011,090102,01109
12,011,090200,01109
12,011,090301,01109
12,011,090302,01109
12,011,090401,01109
12,011,090403,01109
12,011,090404,01109
12,011,090502,01109
12,011,090503,01109
12,011,090504,01109
12,011,090601,01109
12,011,090602,01109
12,011,090700,01109
12,011,090801,01109
12,011,090802,01109
12,011,990000,01109
12,011,070101,01110
12,011,070204,01110
12,011,070205,01110
12,011,070207,01110
12,011,070208,01110
12,011,070209,01110
12,011,070210,01110
12,011,070211,01110
12,011,070304,01110
12,011,070305,01110
12,011,070306,01110
12,011,070401,01110
12,011,070402,01110
12,011,070403,01110
12,011,070404,01110
12,011,070405,01110
12,011,070501,01110
12,011,070502,01110
12,011,070601,01110
12,011,070602,01110
12,011,070310,01111
12,011,070311,01111
12,011,070312,01111
12,011,070313,01111
12,011,070314,01111
12,011,070315,01111
12,011,070316,01111
12,011,070317,01111
12,011,070318,01111
12,011,070319,01111
12,011,070320,01111
12,011,070321,01111
12,011,070322,01111
12,011,110301,01111
12,011,110302,01111
12,011,110303,01111
12,011,110327,01111
12,011,110328,01111
12,011,110331,01111
12,011,110333,01111
12,011,110307,01112
12,011,110309,01112
12,011,110321,01112
12,011,110322,01112
12,011,110324,01112
12,011,110325,01112
12,011,110326,01112
12,011,110330,01112
12,011,110332,01112
12,011,110334,01112
12,011,110335,01112
12,011,110336,01112
12,011,110337,01112
12,011,110338,01112
12,011,110339,01112
12,011,110342,01112
12,011,110343,01112
12,011,090101,01113
12,011,090900,01113
12,011,091000,01113
12,011,091100,01113
12,011,091201,01113
12,011,091202,01113
12,011,091300,01113
12,011,091400,01113
12,011,091600,01113
12,011,091701,01113
12,011,091702,01113
12,011,091801,01113
12,011,091802,01113
12,011,091901,01113
12,011,091902,01113
12,011,092000,01113
12,011,110100,01113
12,011,110308,01113
12,011,110311,01113
12,011,110312,01113
12,011,110313,01113
12,011,110340,01113
12,011,110341,01113
12,011,091500,01114
12,011,100101,01114
12,011,100103,01114
12,011,100104,01114
12,011,100105,01114
12,011,100201,01114
12,011,100202,01114
12,011,100300,01114
12,011,100400,01114
12,011,100501,01114
12,011,100502,01114
12,011,100600,01114
12,011,100700,01114
12,011,100801,01114
12,011,100802,01114
12,011,110319,01114
12,011,110320,01114
12,011,110323,01114
12,011,110402,01114
12,011,110403,01114
12,011,110404,01114
12,011,110501,01114
12,011,110502,01114
12,013,010100,06300
12,013,010200,06300
12,013,010300,06300
12,015,010100,01500
12,015,010200,01500
12,015,010301,01500
12,015,010302,01500
12,015,010401,01500
12,015,010402,01500
12,015,010403,01500
12,015,010404,01500
12,015,010501,01500
12,015,010502,01500
12,015,020101,01500
12,015,020103,01500
12,015,020104,01500
12,015,020201,01500
12,015,020202,01500
12,015,020301,01500
12,015,020302,01500
12,015,020303,01500
12,015,020400,01500
12,015,020501,01500
12,015,020502,01500
12,015,020601,01500
12,015,020602,01500
12,015,020700,01500
12,015,020800,01500
12,015,020900,01500
12,015,021001,01500
12,015,021002,01500
12,015,021003,01500
12,015,030100,01500
12,015,030200,01500
12,015,030301,01500
12,015,030302,01500
12,015,030401,01500
12,015,030402,01500
12,015,030501,01500
12,015,030502,01500
12,015,030503,01500
12,015,990000,01500
12,017,450101,01701
12,017,450102,01701
12,017,450201,01701
12,017,450202,01701
12,017,450302,01701
12,017,450303,01701
12,017,450304,01701
12,017,450400,01701
12,017,450500,01701
12,017,450601,01701
12,017,450602,01701
12,017,450701,01701
12,017,450702,01701
12,017,450800,01701
12,017,450901,01701
12,017,450902,01701
12,017,451000,01701
12,017,451101,01701
12,017,451102,01701
12,017,451200,01701
12,017,451300,01701
12,017,451400,01701
12,017,451501,01701
12,017,451502,01701
12,017,451601,01701
12,017,451602,01701
12,017,451700,01701
12,017,990000,01701
12,019,030102,01900
12,019,030103,01900
12,019,030104,01900
12,019,030201,01900
12,019,030202,01900
12,019,030203,01900
12,019,030301,01900
12,019,030303,01900
12,019,030304,01900
12,019,030400,01900
12,019,030500,01900
12,019,030600,01900
12,019,030701,01900
12,019,030702,01900
12,019,030703,01900
12,019,030801,01900
12,019,030802,01900
12,019,030902,01900
12,019,030903,01900
12,019,030904,01900
12,019,031101,01900
12,019,031104,01900
12,019,031105,01900
12,019,031106,01900
12,019,031107,01900
12,019,031108,01900
12,019,031200,01900
12,019,031300,01900
12,019,031400,01900
12,019,031500,01900
12,021,010102,02101
12,021,010105,02101
12,021,010106,02101
12,021,010107,02101
12,021,010108,02101
12,021,010109,02101
12,021,010110,02101
12,021,010205,02101
12,021,010208,02101
12,021,010209,02101
12,021,010211,02101
12,021,010212,02101
12,021,010213,02101
12,021,010215,02101
12,021,010300,02101
12,021,010405,02101
12,021,010408,02101
12,021,010415,02101
12,021,010416,02101
12,021,010417,02101
12,021,010418,02101
12,021,011201,02101
12,021,000101,02102
12,021,000102,02102
12,021,000200,02102
12,021,000301,02102
12,021,000302,02102
12,021,000401,02102
12,021,000402,02102
12,021,000500,02102
12,021,000600,02102
12,021,000700,02102
12,021,010210,02102
12,021,010401,02102
12,021,010410,02102
12,021,010411,02102
12,021,010419,02102
12,021,010420,02102
12,021,010505,02102
12,021,010506,02102
12,021,010507,02102
12,021,010508,02102
12,021,010509,02102
12,021,010510,02102
12,021,010601,02102
12,021,010602,02102
12,021,010604,02102
12,021,010605,02102
12,021,010606,02102
12,021,010701,02102
12,021,010702,02102
12,021,010801,02102
12,021,010803,02102
12,021,990000,02102
12,021,010412,02103
12,021,010413,02103
12,021,010414,02103
12,021,010802,02103
12,021,010902,02103
12,021,010903,02103
12,021,010904,02103
12,021,010905,02103
12,021,011001,02103
12,021,011002,02103
12,021,011102,02103
12,021,011103,02103
12,021,011105,02103
12,021,011106,02103
12,021,011202,02103
12,021,011204,02103
12,021,011205,02103
12,021,011301,02103
12,021,011302,02103
12,021,011400,02103
12,023,110201,02300
12,023,110202,02300
12,023,110300,02300
12,023,110400,02300
12,023,110500,02300
12,023,110601,02300
12,023,110602,02300
12,023,110700,02300
12,023,110800,02300
12,023,110901,02300
12,023,110903,02300
12,023,110904,02300
12,027,010101,02700
12,027,010102,02700
12,027,010200,02700
12,027,010301,02700
12,027,010302,02700
12,027,010403,02700
12,027,010404,02700
12,027,010405,02700
12,027,010406,02700
12,029,970101,02300
12,029,970102,02300
12,029,970200,02300
12,029,990000,02300
12,031,010101,03101
12,031,010102,03101
12,031,010103,03101
12,031,010201,03101
12,031,010202,03101
12,031,010301,03101
12,031,010303,03101
12,031,010304,03101
12,031,010401,03101
12,031,010402,03101
12,031,010500,03101
12,031,010600,03101
12,031,013721,03101
12,031,013723,03101
12,031,013726,03101
12,031,013727,03101
12,031,017300,03101
12,031,990000,03101
12,031,000100,03102
12,031,000200,03102
12,031,000300,03102
12,031,001000,03102
12,031,001100,03102
12,031,001200,03102
12,031,001300,03102
12,031,001400,03102
12,031,001500,03102
12,031,001600,03102
12,031,002600,03102
12,031,002701,03102
12,031,002702,03102
12,031,002801,03102
12,031,002802,03102
12,031,002901,03102
12,031,002902,03102
12,031,010700,03102
12,031,010800,03102
12,031,010900,03102
12,031,011000,03102
12,031,011100,03102
12,031,011200,03102
12,031,011300,03102
12,031,011400,03102
12,031,011500,03102
12,031,011600,03102
12,031,011700,03102
12,031,011800,03102
12,031,011901,03102
12,031,012100,03102
12,031,017200,03102
12,031,017400,03102
12,031,014311,03103
12,031,014500,03103
12,031,014601,03103
12,031,014603,03103
12,031,014604,03103
12,031,014701,03103
12,031,014702,03103
12,031,014800,03103
12,031,014901,03103
12,031,014902,03103
12,031,015001,03103
12,031,015002,03103
12,031,015100,03103
12,031,015200,03103
12,031,015300,03103
12,031,015400,03103
12,031,015501,03103
12,031,015502,03103
12,031,015600,03103
12,031,015700,03103
12,031,015801,03103
12,031,015802,03103
12,031,013800,03104
12,031,013901,03104
12,031,013902,03104
12,031,013904,03104
12,031,013905,03104
12,031,013906,03104
12,031,014001,03104
12,031,014002,03104
12,031,014101,03104
12,031,014102,03104
12,031,014202,03104
12,031,014203,03104
12,031,014204,03104
12,031,014312,03104
12,031,014326,03104
12,031,014328,03104
12,031,014329,03104
12,031,014330,03104
12,031,014331,03104
12,031,014332,03104
12,031,014333,03104
12,031,014334,03104
12,031,014335,03104
12,031,014336,03104
12,031,014337,03104
12,031,014338,03104
12,031,000600,03105
12,031,000800,03105
12,031,014401,03105
12,031,014404,03105
12,031,014406,03105
12,031,014408,03105
12,031,014409,03105
12,031,014410,03105
12,031,014411,03105
12,031,014412,03105
12,031,014413,03105
12,031,015922,03105
12,031,015923,03105
12,031,015924,03105
12,031,015925,03105
12,031,015926,03105
12,031,016000,03105
12,031,016100,03105
12,031,000700,03106
12,031,016200,03106
12,031,016300,03106
12,031,016400,03106
12,031,016500,03106
12,031,016601,03106
12,031,016603,03106
12,031,016604,03106
12,031,016711,03106
12,031,016722,03106
12,031,016724,03106
12,031,016725,03106
12,031,016726,03106
12,031,016727,03106
12,031,016728,03106
12,031,016729,03106
12,031,016801,03106
12,031,016803,03106
12,031,016804,03106
12,031,016805,03106
12,031,016806,03106
12,031,016807,03106
12,031,016808,03106
12,031,002101,03107
12,031,002102,03107
12,031,002200,03107
12,031,002300,03107
12,031,002400,03107
12,031,002501,03107
12,031,002502,03107
12,031,011902,03107
12,031,011903,03107
12,031,012000,03107
12,031,012200,03107
12,031,012300,03107
12,031,012400,03107
12,031,012500,03107
12,031,012601,03107
12,031,012602,03107
12,031,012702,03107
12,031,012703,03107
12,031,012704,03107
12,031,012800,03107
12,031,012900,03107
12,031,013000,03107
12,031,013100,03107
12,031,013200,03107
12,031,013300,03107
12,031,013402,03107
12,031,013403,03107
12,031,013404,03107
12,031,013502,03107
12,031,013503,03107
12,031,013504,03107
12,031,013521,03107
12,031,013522,03107
12,031,017100,03107
12,033,001103,03301
12,033,003203,03301
12,033,003204,03301
12,033,003301,03301
12,033,003400,03301
12,033,003503,03301
12,033,003505,03301
12,033,003506,03301
12,033,003507,03301
12,033,003508,03301
12,033,003603,03301
12,033,003607,03301
12,033,003608,03301
12,033,003609,03301
12,033,003610,03301
12,033,003611,03301
12,033,003612,03301
12,033,003613,03301
12,033,003614,03301
12,033,003700,03301
12,033,003800,03301
12,033,003900,03301
12,033,004000,03301
12,033,000100,03302
12,033,000300,03302
12,033,000400,03302
12,033,000500,03302
12,033,000600,03302
12,033,000800,03302
12,033,000900,03302
12,033,001001,03302
12,033,001002,03302
12,033,001101,03302
12,033,001104,03302
12,033,001201,03302
12,033,001202,03302
12,033,001300,03302
12,033,001401,03302
12,033,001402,03302
12,033,001500,03302
12,033,001600,03302
12,033,001700,03302
12,033,001800,03302
12,033,001900,03302
12,033,002000,03302
12,033,002100,03302
12,033,002200,03302
12,033,002300,03302
12,033,002400,03302
12,033,002500,03302
12,033,002601,03302
12,033,002602,03302
12,033,002603,03302
12,033,002604,03302
12,033,002605,03302
12,033,002701,03302
12,033,002703,03302
12,033,002704,03302
12,033,002801,03302
12,033,002802,03302
12,033,002803,03302
12,033,002804,03302
12,033,002900,03302
12,033,003000,03302
12,033,003100,03302
12,033,003201,03302
12,033,003305,03302
12,033,003306,03302
12,033,003307,03302
12,033,003308,03302
12,033,003309,03302
12,033,990000,03302
12,035,060103,03500
12,035,060104,03500
12,035,060105,03500
12,035,060106,03500
12,035,060107,03500
12,035,060204,03500
12,035,060205,03500
12,035,060206,03500
12,035,060207,03500
12,035,060208,03500
12,035,060209,03500
12,035,060210,03500
12,035,060211,03500
12,035,060212,03500
12,035,060213,03500
12,035,060214,03500
12,035,060301,03500
12,035,060302,03500
12,035,060303,03500
12,035,060304,03500
12,035,990000,03500
12,037,970100,06300
12,037,970200,06300
12,037,970302,06300
12,037,970304,06300
12,037,990000,06300
12,037,990100,06300
12,039,020101,06300
12,039,020102,06300
12,039,020300,06300
12,039,020400,06300
